1 0.02374325 0.04703969 -0.05785606 0.1395662
-0.09278853 0.02422367 0.256714 0.05911876 0.2846634
0.1492291 -0.0929041 -0.06666467 -0.006041306 -0.1177427
-0.1894184 0.0009655956 0.1242657 -0.2343893 -0.07065976
-0.2463895 -0.2749505 -0.2515239 -0.3217792 -0.1523823
-0.1984062 -0.2113668 -0.0001306893 0.02374325 1
0.01225809 0.4629112 -0.1324549 -0.02921954 -0.07011793
-0.03699301 -0.1133648 -0.03987264 0.2549159 -0.1098581
-0.1761722 0.04724354 -0.2920879 0.1958087 -0.02760426
-0.3490486 0.152836 -0.1277347 0.24046 0.2721321
-0.29498 -0.2290366 -0.1721117 -0.1792888 -0.1748519
0.002949212 0.04703969 0.01225809 1 0.01667269
0.03154711 -0.02031632 0.01411638 0.01075412 0.02097496
0.002808317 0.05798178 -0.001731063 -0.1188859 -0.00756968
0.01894953 -0.02176522 0.01075649 0.05554341 -0.04779531
-0.07805804 -0.05006559 -0.0522216 -0.03673801 -0.05540568
-0.03664624 -0.05350286 -0.04559617 -0.007765727 -0.05785606
0.4629112 0.01667269 1 -0.1216302 -0.05403988
-0.06666699 -0.07971668 -0.1086787 -0.04880163 0.310923
-0.03209076 -0.1749653 0.03913495 -0.279315 0.1245919
-0.0682041 -0.1339443 0.1145406 -0.155935 0.08114028
0.0901777 -0.3437868 -0.3283685 -0.1674333 -0.1977315
-0.1915201 -0.01063899 0.1395662 -0.1324549 0.03154711
-0.1216302 1 -0.04242446 0.2391856 0.2323997
0.4809478 0.07080625 -0.08542888 -0.06589368 -0.03768905
-0.002752723 -0.05609875 -0.1389166 -0.01894582 0.4174909
-0.1409514 0.03131464 -0.1295862 -0.1465196 -0.04730513
-0.012755 -0.08046757 -0.06644104 -0.06848851 0.007017433
-0.09278853 -0.02921954 -0.02031632 -0.05403988 -0.04242446
1 -0.01718463 -0.04077969 -0.03484304 -0.04974049
-0.1109236 -0.07818463 -0.04105267 -0.002823563 -0.0642874
-0.1563993 -0.02217409 -0.08947512 0.07505977 0.02114501
0.1289813 0.1607537 0.1942731 0.1553876 0.1938915
0.2148654 0.18233 0.004255532 0.02422367 -0.07011793
0.01411638 -0.06666699 0.2391856 -0.01718463 1
-0.01599172 -0.01366367 -0.01950569 -0.0434986 -0.03066004
-0.01609877 -0.001107258 -0.02521025 -0.06133186 -0.008695549
0.1618038 -0.06122267 0.0299729 -0.05259473 -0.06236741
0.009489676 0.05776344 -0.02097637 -0.01674869 -0.01058059
-0.01882557 0.256714 -0.03699301 0.01075412 -0.07971668
0.2323997 -0.04077969 -0.01599172 1 -0.03242433
-0.04628764 -0.1032236 -0.07275726 -0.0382029 -0.002627558
-0.05982474 -0.1455425 -0.02063482 0.2178558 -0.1240399
-0.01452302 -0.125289 -0.1173913 -0.0668998 -0.06531188
-0.06603194 -0.05818175 -0.06314347 0.02263703 0.05911876
-0.1133648 0.02097496 -0.1086787 0.4809478 -0.03484304
-0.01366367 -0.03242433 1 -0.03954915 -0.08819644
-0.06216536 -0.03264138 -0.002245042 -0.05111554 -0.1243546
-0.01763083 0.2722328 -0.1151752 0.01305698 -0.1065746
-0.1082528 -0.0180287 0.05790577 -0.05502358 -0.04705912
-0.0433017 0.00833593 0.2846634 -0.03987264 0.002808317
-0.04880163 0.07080625 -0.04974049 -0.01950569 -0.04628764
-0.03954915 1 -0.1259056 -0.08874471 -0.04659749
-0.00320493 -0.07297044 -0.1775235 -0.02516905 0.1208503
-0.1160416 -0.03108901 -0.1524423 -0.1299551 -0.08931118
-0.1266519 -0.07218581 -0.08460043 -0.09033114 0.0008208117
0.1492291 0.2549159 0.05798178 0.310923 -0.08542888
-0.1109236 -0.0434986 -0.1032236 -0.08819644 -0.1259056
1 -0.1979048 -0.1039146 -0.007147142 -0.1627275
-0.3958857 -0.05612815 -0.149648 -0.02413871 -0.0799002
-0.08169455 -0.1301563 -0.319879 -0.6390573 -0.160249
-0.2269117 -0.2217102 -0.02428196 -0.0929041 -0.1098581
-0.001731063 -0.03209076 -0.06589368 -0.07818463 -0.03066004
-0.07275726 -0.06216536 -0.08874471 -0.1979048 1
-0.07324429 -0.005037671 -0.1146986 -0.2790405 -0.03956199
0.01017301 -0.03829252 -0.04236295 -0.05991066 -0.02323704
-0.06973483 0.1516615 -0.1025548 -0.1169538 -0.0894181
0.005923199 -0.06666467 -0.1761722 -0.1188859 -0.1749653
-0.03768905 -0.04105267 -0.01609877 -0.0382029 -0.03264138
-0.04659749 -0.1039146 -0.07324429 1 -0.002645147
-0.0602252 -0.1465168 -0.02077295 0.01006287 0.1511546
0.4375245 0.122878 -0.08722955 -0.001398904 0.1478995
0.02489715 0.02710165 0.04721892 0.006475183 -0.006041306
0.04724354 -0.00756968 0.03913495 -0.002752723 -0.002823563
-0.001107258 -0.002627558 -0.002245042 -0.00320493 -0.007147142
-0.005037671 -0.002645147 1 -0.004142231 -0.01007728
-0.001428743 -0.009260555 0.006394923 -0.002512702 0.006696931
0.01560365 -0.006760306 0.01025495 -0.009520203 -0.009368111
-0.004504966 0.005984911 -0.1177427 -0.2920879 0.01894953
-0.279315 -0.05609875 -0.0642874 -0.02521025 -0.05982474
-0.05111554 -0.07297044 -0.1627275 -0.1146986 -0.0602252
-0.004142231 1 -0.2294414 -0.03252989 0.1287315
-0.1493554 0.01645796 -0.131163 -0.05472611 0.2629246
0.189059 -0.008464819 0.002118317 0.04412591 -0.002952442
-0.1894184 0.1958087 -0.02176522 0.1245919 -0.1389166
-0.1563993 -0.06133186 -0.1455425 -0.1243546 -0.1775235
-0.3958857 -0.2790405 -0.1465168 -0.01007728 -0.2294414
1 -0.07913919 -0.1823467 0.2025979 -0.07832453
0.2575391 0.2839781 0.1658005 0.264155 0.2094274
0.2603515 0.2177949 0.006870909 0.0009655956 -0.02760426
0.01075649 -0.0682041 -0.01894582 -0.02217409 -0.008695549
-0.02063482 -0.01763083 -0.02516905 -0.05612815 -0.03956199
-0.02077295 -0.001428743 -0.03252989 -0.07913919 1
0.006674767 -0.03197007 -0.01712923 -0.02914443 -0.01371545
-0.01816744 0.02283109 -0.02229913 -0.02256882 -0.01103814
-0.007317933 0.1242657 -0.3490486 0.05554341 -0.1339443
0.4174909 -0.08947512 0.1618038 0.2178558 0.2722328
0.1208503 -0.149648 0.01017301 0.01006287 -0.009260555
0.1287315 -0.1823467 0.006674767 1 -0.3519939
-0.0007107888 -0.3026001 -0.3927916 -0.06561721 0.02378501
-0.2384557 -0.2043678 -0.2366555 0.04002661 -0.2343893
0.152836 -0.04779531 0.1145406 -0.1409514 0.07505977
-0.06122267 -0.1240399 -0.1151752 -0.1160416 -0.02413871
-0.03829252 0.1511546 0.006394923 -0.1493554 0.2025979
